Dependents,tenure,OnlineSecurity,OnlineBackup,InternetService,DeviceProtection,TechSupport,Contract,PaperlessBilling,MonthlyCharges,Churn
No,33,No,Yes,DSL,No,Yes,One year,Yes,53.75,No
No,12,No,No,Fiber optic,No,No,Month-to-month,Yes,96.05,Yes
No,66,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,103.1,No
No,1,Yes,No,Fiber optic,No,No,Month-to-month,Yes,95.6,Yes
Yes,26,Yes,Yes,DSL,No,Yes,Month-to-month,No,38.85,No
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.65,No
No,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.2,Yes
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.45,No
Yes,65,Yes,Yes,DSL,Yes,Yes,Two year,Yes,90.45,No
Yes,64,No,Yes,DSL,No,Yes,Two year,Yes,54.6,No
Yes,65,No,No,Fiber optic,Yes,Yes,One year,Yes,103.9,No
No,21,No,No,Fiber optic,No,No,Month-to-month,Yes,84.1,No
Yes,12,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.1,No
No,3,No,Yes,DSL,No,No,Month-to-month,Yes,50.6,Yes
No,38,Yes,Yes,Fiber optic,No,No,One year,Yes,104.85,No
No,31,No,No,Fiber optic,No,Yes,Month-to-month,Yes,79.85,Yes
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,65.5,No
Yes,31,Yes,No,DSL,Yes,Yes,One year,Yes,81.15,No
No,12,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,67.25,No
Yes,71,Yes,No,Fiber optic,Yes,No,Two year,No,106.7,No
No,34,Yes,Yes,DSL,No,No,One year,No,55.0,No
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
Yes,14,No,Yes,DSL,No,Yes,Month-to-month,No,80.45,No
Yes,65,Yes,Yes,Fiber optic,No,Yes,Two year,Yes,99.05,No
Yes,5,No,Yes,Fiber optic,No,No,Month-to-month,Yes,80.15,Yes
Yes,50,No,No,Fiber optic,Yes,Yes,One year,No,103.05,No
No,17,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.8,No
No,64,Yes,Yes,Fiber optic,Yes,No,One year,No,89.45,No
No,22,No internet service,No internet service,No,No internet service,No internet service,One year,No,25.6,No
Yes,22,No,Yes,Fiber optic,No,No,Month-to-month,No,83.3,Yes
No,52,No,Yes,DSL,No,No,One year,No,30.1,No
Yes,27,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.15,No
No,34,No,No,DSL,No,Yes,Month-to-month,No,50.2,No
No,2,No,No,DSL,No,No,Month-to-month,No,44.95,Yes
No,2,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,No
No,22,No,Yes,DSL,Yes,No,One year,No,65.25,No
No,18,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.35,No
No,65,No,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,109.15,Yes
No,17,No,No,DSL,Yes,Yes,One year,No,54.6,No
No,35,Yes,No,DSL,No,No,One year,Yes,62.15,No
No,70,No,No,Fiber optic,Yes,No,One year,Yes,101.75,No
No,31,No,No,DSL,Yes,Yes,Month-to-month,Yes,55.25,Yes
No,37,Yes,No,DSL,No,No,Month-to-month,Yes,55.05,No
No,7,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,Yes
Yes,2,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.3,No
No,24,Yes,Yes,DSL,No,Yes,Month-to-month,No,60.45,No
No,59,Yes,Yes,DSL,Yes,No,One year,No,66.4,No
No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,74.5,Yes
Yes,7,Yes,Yes,DSL,Yes,Yes,Month-to-month,Yes,75.7,No
No,25,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.75,No
No,72,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,110.6,No
Yes,67,Yes,No,DSL,No,No,Two year,Yes,75.5,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.25,No
No,13,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,Yes
No,1,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,82.3,Yes
Yes,70,No,Yes,DSL,Yes,Yes,One year,No,60.35,No
Yes,39,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,24.2,No
Yes,29,No,Yes,Fiber optic,Yes,Yes,One year,No,100.55,No
No,22,Yes,No,DSL,No,No,Month-to-month,Yes,54.45,Yes
Yes,37,Yes,Yes,DSL,No,Yes,Two year,No,61.45,No
No,60,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,106.15,No
Yes,25,No,Yes,Fiber optic,No,No,Month-to-month,Yes,95.9,Yes
No,65,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.05,No
No,16,No,No,DSL,Yes,No,Month-to-month,Yes,65.2,Yes
No,57,Yes,No,DSL,Yes,No,Month-to-month,Yes,53.75,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,20.7,No
No,58,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.7,Yes
No,65,Yes,No,DSL,Yes,Yes,Two year,No,59.95,No
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.45,No
No,12,No,Yes,DSL,No,Yes,Month-to-month,No,34.0,No
No,65,Yes,No,Fiber optic,No,Yes,One year,No,93.55,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,83.25,No
No,64,No,No,Fiber optic,Yes,No,One year,Yes,100.05,Yes
No,45,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.5,No
Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.7,No
No,62,No,Yes,DSL,Yes,Yes,Two year,No,84.5,No
No,37,No,No,Fiber optic,No,No,Month-to-month,Yes,96.55,Yes
No,1,No,No,DSL,No,No,Month-to-month,Yes,25.1,Yes
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.4,Yes
Yes,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,24.35,No
No,71,No,Yes,Fiber optic,No,No,One year,Yes,79.05,No
No,31,Yes,Yes,Fiber optic,No,No,Month-to-month,No,104.35,No
No,56,Yes,No,Fiber optic,Yes,No,Two year,No,80.3,No
No,42,No,No,DSL,Yes,Yes,Two year,No,66.5,No
No,36,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,79.2,No
No,67,Yes,Yes,Fiber optic,Yes,Yes,Two year,Yes,111.05,No
No,20,No,No,Fiber optic,No,No,Month-to-month,No,89.95,No
No,18,No,No,Fiber optic,No,No,Month-to-month,Yes,71.1,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.75,No
Yes,36,Yes,No,DSL,Yes,No,One year,Yes,63.7,No
No,4,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,80.6,Yes
No,34,No,Yes,DSL,No,No,Month-to-month,Yes,49.8,No
No,3,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.25,No
No,30,No,Yes,Fiber optic,No,No,Month-to-month,Yes,100.2,Yes
No,49,No,No,DSL,No,No,Month-to-month,No,43.8,No
Yes,6,No,No,DSL,No,Yes,Month-to-month,Yes,48.8,No
No,27,No,Yes,Fiber optic,No,No,Month-to-month,Yes,76.1,No
Yes,21,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.6,No
No,42,Yes,Yes,Fiber optic,Yes,No,One year,Yes,99.0,No
No,56,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,98.7,No
No,9,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.4,No
No,2,No,No,Fiber optic,Yes,No,Month-to-month,Yes,91.45,No
No,37,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.95,Yes
Yes,52,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,No
No,20,No,Yes,Fiber optic,No,Yes,Month-to-month,No,107.05,No
Yes,22,No,No,Fiber optic,No,No,Month-to-month,Yes,84.75,No
No,72,Yes,No,Fiber optic,Yes,Yes,Two year,Yes,109.75,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.4,No
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,No,81.0,No
No,39,No,Yes,DSL,Yes,Yes,Month-to-month,No,41.1,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.0,Yes
No,24,No,No,Fiber optic,Yes,No,Month-to-month,Yes,98.75,Yes
No,72,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.15,No
No,55,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,No
No,26,No,No,Fiber optic,No,Yes,Month-to-month,Yes,80.5,Yes
No,37,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.15,No
Yes,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.75,Yes
Yes,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.4,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,Yes
No,20,No,No,Fiber optic,No,Yes,Month-to-month,Yes,98.55,No
No,6,Yes,Yes,Fiber optic,Yes,Yes,Month-to-month,Yes,98.15,Yes
No,35,No,No,Fiber optic,No,No,Month-to-month,Yes,86.45,Yes
Yes,32,Yes,No,Fiber optic,No,No,Month-to-month,No,89.6,No
Yes,66,Yes,No,DSL,Yes,Yes,Two year,Yes,84.0,No
No,4,No,No,Fiber optic,No,No,Month-to-month,Yes,70.9,Yes
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,78.85,No
Yes,67,Yes,No,Fiber optic,Yes,Yes,One year,Yes,109.4,No
Yes,28,No,No,Fiber optic,No,Yes,One year,Yes,90.45,No
No,71,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,105.25,No
Yes,72,No,Yes,DSL,Yes,No,Two year,Yes,75.4,No
No,29,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,25.15,No
Yes,71,Yes,Yes,Fiber optic,Yes,No,Two year,No,100.5,No
No,37,Yes,No,DSL,Yes,Yes,One year,No,68.1,No
No,32,Yes,Yes,DSL,No,Yes,One year,No,70.5,No
Yes,55,Yes,Yes,DSL,No,Yes,One year,Yes,75.0,No
No,53,No,Yes,Fiber optic,Yes,No,Two year,No,105.55,No
No,1,Yes,Yes,DSL,No,No,Month-to-month,Yes,54.9,Yes
No,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.8,No
No,17,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.5,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,90.1,No
No,64,No,No,Fiber optic,Yes,Yes,Two year,No,102.1,No
No,50,No,No,Fiber optic,No,No,Month-to-month,Yes,71.05,Yes
No,65,No,No,DSL,No,Yes,Two year,Yes,59.8,No
No,29,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,95.9,Yes
No,66,No,No,Fiber optic,Yes,Yes,One year,Yes,105.95,Yes
Yes,53,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,92.55,No
Yes,62,Yes,Yes,Fiber optic,Yes,Yes,Two year,No,115.55,No
No,23,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.3,No
No,33,No,Yes,DSL,Yes,Yes,Month-to-month,Yes,50.0,No
No,12,No,No,DSL,No,Yes,One year,Yes,59.8,Yes
No,1,No,No,DSL,No,Yes,Month-to-month,No,49.0,No
No,10,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,71.25,No
No,20,No,No,Fiber optic,No,No,Month-to-month,No,70.55,No
Yes,31,Yes,No,DSL,Yes,Yes,One year,No,59.95,No
Yes,33,No,No,Fiber optic,Yes,No,One year,Yes,93.8,Yes
No,27,No,Yes,DSL,No,Yes,Month-to-month,Yes,53.8,No
No,6,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,89.25,No
No,1,No,No,Fiber optic,Yes,No,Month-to-month,Yes,85.55,Yes
No,21,No,No,Fiber optic,No,Yes,Month-to-month,Yes,86.05,No
No,15,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,101.25,Yes
No,36,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.8,No
No,51,Yes,No,DSL,No,Yes,Month-to-month,Yes,44.45,No
No,20,No,No,Fiber optic,Yes,No,Month-to-month,No,90.8,Yes
Yes,71,Yes,No,DSL,Yes,No,Two year,No,77.55,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,70.1,Yes
Yes,14,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,No
Yes,1,No,No,DSL,No,No,Month-to-month,No,44.0,No
Yes,13,No,Yes,Fiber optic,Yes,No,One year,Yes,104.15,No
Yes,57,Yes,Yes,DSL,No,No,One year,No,53.45,No
No,15,Yes,Yes,DSL,Yes,Yes,One year,No,45.9,No
No,36,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.85,No
No,46,No,Yes,Fiber optic,Yes,No,One year,Yes,94.15,No
No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,79.5,No
No,8,No,No,Fiber optic,Yes,No,Month-to-month,Yes,99.65,Yes
Yes,9,No,Yes,Fiber optic,No,Yes,Month-to-month,Yes,101.5,No
Yes,72,Yes,Yes,DSL,Yes,Yes,Two year,Yes,83.7,No
No,7,No,No,Fiber optic,Yes,No,Month-to-month,Yes,101.95,Yes
No,2,No,No,Fiber optic,No,No,Month-to-month,Yes,75.55,Yes
No,51,No,Yes,Fiber optic,Yes,No,One year,Yes,106.8,No
No,51,Yes,No,DSL,No,Yes,One year,No,59.9,No
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,19.0,No
No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.0,Yes
No,4,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.7,No
No,11,No,No,DSL,No,No,Month-to-month,Yes,64.9,No
Yes,17,No,No,DSL,Yes,No,One year,Yes,55.85,Yes
No,32,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.4,No
No,72,Yes,No,Fiber optic,Yes,No,Two year,Yes,105.5,No
No,42,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.65,No
No,42,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.35,No
No,69,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,26.3,No
No,37,Yes,Yes,DSL,Yes,Yes,Two year,No,65.6,No
No,48,No,Yes,DSL,Yes,No,One year,Yes,65.65,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,45.3,Yes
Yes,71,Yes,Yes,Fiber optic,Yes,No,One year,Yes,86.7,No
No,49,No,Yes,Fiber optic,Yes,No,One year,Yes,89.85,No
Yes,60,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.25,No
No,9,No,No,DSL,Yes,No,Month-to-month,Yes,48.75,Yes
Yes,1,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.25,Yes
No,2,No,No,Fiber optic,No,No,Month-to-month,No,69.75,Yes
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,69.1,No
No,61,Yes,Yes,Fiber optic,No,Yes,One year,No,93.7,No
No,41,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,19.85,No
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,68.6,No
Yes,47,Yes,Yes,DSL,Yes,No,Two year,Yes,60.0,No
No,1,No,No,DSL,No,No,Month-to-month,No,25.25,Yes
No,23,No,Yes,Fiber optic,No,No,Month-to-month,Yes,94.75,Yes
No,1,No,No,Fiber optic,No,No,Month-to-month,No,84.5,Yes
No,2,No,No,DSL,No,No,Month-to-month,No,24.3,No
No,45,Yes,No,DSL,Yes,Yes,One year,No,42.3,No
No,51,Yes,No,Fiber optic,Yes,No,One year,Yes,93.65,No
Yes,13,Yes,No,DSL,Yes,No,Month-to-month,Yes,63.15,No
Yes,34,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.6,No
No,32,No,No,Fiber optic,No,No,Month-to-month,Yes,74.9,Yes
Yes,13,Yes,No,DSL,No,No,Month-to-month,Yes,49.95,No
No,66,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,25.15,No
No,65,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,104.35,No
No,71,Yes,Yes,Fiber optic,Yes,Yes,One year,Yes,92.0,No
No,66,No,Yes,Fiber optic,Yes,Yes,One year,Yes,108.1,No
No,48,No,No,Fiber optic,Yes,Yes,Month-to-month,Yes,103.85,No
No,3,Yes,No,DSL,No,Yes,Month-to-month,Yes,64.4,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,94.6,Yes
No,9,Yes,No,DSL,Yes,Yes,Month-to-month,Yes,68.25,No
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,76.2,Yes
No,17,No,No,Fiber optic,Yes,No,Month-to-month,Yes,100.45,Yes
No,22,No,Yes,DSL,Yes,No,Month-to-month,Yes,54.7,No
No,46,No,Yes,Fiber optic,Yes,No,One year,Yes,94.9,No
No,69,Yes,Yes,DSL,Yes,Yes,Two year,Yes,81.5,No
Yes,61,No,No,Fiber optic,Yes,No,One year,Yes,99.9,No
No,44,No,Yes,Fiber optic,No,Yes,Month-to-month,No,100.55,Yes
No,27,No,Yes,DSL,Yes,Yes,Month-to-month,No,83.85,No
No,24,Yes,No,DSL,No,Yes,Month-to-month,No,53.6,No
No,46,No,No,DSL,No,No,Month-to-month,Yes,43.95,No
No,35,Yes,No,Fiber optic,No,No,Month-to-month,Yes,99.05,No
No,1,No,No,Fiber optic,No,No,Month-to-month,Yes,75.1,No
No,72,No internet service,No internet service,No,No internet service,No internet service,Two year,No,24.8,No
No,33,No,No,Fiber optic,No,No,Month-to-month,No,91.25,No
No,1,No,No,Fiber optic,No,No,Month-to-month,No,70.75,Yes
No,7,Yes,No,Fiber optic,No,No,Month-to-month,No,74.35,No
Yes,28,Yes,No,DSL,Yes,Yes,One year,No,50.8,No
No,69,No,Yes,Fiber optic,Yes,Yes,Two year,Yes,108.4,Yes
Yes,67,No,Yes,Fiber optic,Yes,Yes,Two year,No,103.15,No
Yes,11,No,No,Fiber optic,Yes,No,Month-to-month,Yes,78.0,No
Yes,8,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.05,No
No,12,No,Yes,DSL,No,Yes,Month-to-month,Yes,53.75,No
Yes,66,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,25.7,No
Yes,6,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.85,No
Yes,25,Yes,No,DSL,No,No,One year,Yes,40.65,No
Yes,1,No,No,DSL,No,No,Month-to-month,Yes,45.7,Yes
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,69.7,No
Yes,41,Yes,Yes,DSL,Yes,No,One year,Yes,60.3,No
Yes,42,No internet service,No internet service,No,No internet service,No internet service,Two year,No,22.95,No
No,50,No,No,Fiber optic,No,Yes,One year,No,99.4,No
No,24,No,No,Fiber optic,No,No,Month-to-month,Yes,76.1,Yes
No,26,Yes,No,DSL,No,Yes,One year,No,54.55,No
No,10,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.0,No
No,29,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,19.8,No
Yes,1,No,No,Fiber optic,No,No,Month-to-month,Yes,89.35,No
Yes,26,No internet service,No internet service,No,No internet service,No internet service,One year,Yes,20.05,No
Yes,72,Yes,Yes,DSL,Yes,No,Two year,Yes,83.6,No
Yes,71,No internet service,No internet service,No,No internet service,No internet service,Two year,No,25.35,No
No,63,No,No,Fiber optic,Yes,No,Two year,No,102.6,No
Yes,3,No,No,DSL,No,Yes,Month-to-month,Yes,31.0,Yes
No,6,No,No,Fiber optic,No,No,Month-to-month,Yes,91.1,Yes
Yes,15,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.0,Yes
No,14,No,No,DSL,No,Yes,One year,No,59.1,No
No,63,No,No,Fiber optic,Yes,Yes,One year,Yes,90.05,No
No,44,No,Yes,Fiber optic,No,No,One year,No,88.4,Yes
No,3,No,No,DSL,No,No,Month-to-month,No,45.45,No
No,40,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,61.9,No
No,8,No,Yes,Fiber optic,No,No,Month-to-month,Yes,87.1,No
Yes,71,Yes,Yes,DSL,Yes,Yes,Two year,No,91.05,No
No,8,No,No,Fiber optic,No,No,Month-to-month,Yes,80.0,No
No,1,No,No,DSL,No,No,Month-to-month,Yes,44.95,No
No,21,Yes,No,DSL,No,No,Month-to-month,No,28.5,No
No,24,No,No,Fiber optic,No,Yes,Month-to-month,Yes,96.0,Yes
Yes,2,No,No,Fiber optic,No,No,Month-to-month,Yes,94.2,Yes
Yes,60,Yes,Yes,Fiber optic,No,No,Month-to-month,Yes,93.25,No
No,13,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.95,No
No,69,Yes,Yes,DSL,No,No,One year,Yes,53.65,No
No,1,No,No,Fiber optic,Yes,No,Month-to-month,No,75.55,No
No,58,No,No,Fiber optic,No,Yes,Month-to-month,Yes,95.3,No
No,25,Yes,Yes,DSL,No,Yes,Month-to-month,Yes,71.05,No
Yes,11,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,20.1,Yes
No,47,No,No,Fiber optic,No,No,Month-to-month,Yes,86.05,No
No,16,Yes,Yes,DSL,Yes,Yes,Two year,No,54.85,No
No,1,No,No,DSL,No,No,Month-to-month,No,46.3,Yes
Yes,15,No,Yes,Fiber optic,No,No,Month-to-month,Yes,85.9,Yes
No,3,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,Yes,20.5,No
No,8,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,Yes
No,31,No,Yes,Fiber optic,Yes,No,Month-to-month,No,93.8,Yes
Yes,51,Yes,No,DSL,No,Yes,One year,Yes,76.4,No
Yes,40,No,Yes,DSL,No,No,Month-to-month,Yes,50.85,No
Yes,61,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,24.1,No
No,3,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.9,Yes
No,70,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.85,No
No,33,No,Yes,DSL,No,No,Month-to-month,Yes,54.65,No
No,60,No internet service,No internet service,No,No internet service,No internet service,Two year,Yes,20.5,No
Yes,61,Yes,Yes,DSL,Yes,Yes,One year,No,84.9,No
No,3,No,No,DSL,No,No,Month-to-month,Yes,36.45,Yes
No,25,No,No,DSL,Yes,No,Month-to-month,Yes,48.25,No
No,15,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.8,No
No,31,Yes,No,Fiber optic,No,No,Month-to-month,Yes,73.55,No
Yes,49,Yes,No,DSL,Yes,Yes,Month-to-month,No,61.75,No
No,15,No,No,Fiber optic,No,No,Month-to-month,Yes,74.2,Yes
Yes,70,Yes,Yes,DSL,Yes,Yes,One year,No,78.35,No
No,50,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.75,No
No,1,No,Yes,Fiber optic,No,No,Month-to-month,Yes,79.15,No
Yes,43,Yes,Yes,Fiber optic,No,Yes,One year,Yes,106.0,No
No,8,No,Yes,Fiber optic,Yes,No,Month-to-month,Yes,105.5,Yes
Yes,22,Yes,No,Fiber optic,No,No,Month-to-month,No,75.0,No
No,72,Yes,Yes,DSL,Yes,Yes,Two year,No,88.55,No
No,45,No,No,Fiber optic,Yes,No,One year,Yes,102.15,No
No,67,No,Yes,DSL,Yes,Yes,Two year,No,86.15,No
Yes,27,Yes,Yes,DSL,No,No,Month-to-month,Yes,54.75,No
No,14,No,Yes,DSL,No,No,One year,Yes,54.25,No
No,35,No internet service,No internet service,No,No internet service,No internet service,One year,No,20.75,No
No,60,No,Yes,Fiber optic,No,No,Month-to-month,No,89.45,No
No,18,No,No,Fiber optic,Yes,Yes,Month-to-month,No,93.9,No
No,30,No internet service,No internet service,No,No internet service,No internet service,Month-to-month,No,19.65,Yes
No,32,Yes,No,DSL,No,Yes,One year,Yes,72.8,No
No,12,No,No,Fiber optic,Yes,No,One year,No,95.7,No
Yes,17,No internet service,No internet service,No,No internet service,No internet service,One year,No,19.9,No
Yes,58,No internet service,No internet service,No,No internet service,No internet service,Two year,No,19.55,No
